company,location,total_laid_off,date,percentage_laid_off,industry,source,stage,funds_raised_million_dollars,country,date_added
"Bally's Interactive",Providence,NULL,2023-01-18,0.15,Consumer,https://www.legalsportsreport.com/98714/filing-ballys-cutting-up-to-15-of-interactive-employees/,Post-IPO,946,"United States",2023-01-21
Balto,"St. Louis",30,2022-06-22,NULL,Sales,https://www.bizjournals.com/stlouis/inno/stories/news/2022/06/22/software-startup-balto-lays-off-about-30-employees.html,"Series B",51,"United States",2022-06-23
Balto,"St. Louis",35,2022-12-12,NULL,Sales,https://www.bizjournals.com/stlouis/inno/stories/news/2022/12/12/balto-software-layoffs.html,"Series B",51,"United States",2022-12-13
"Bamboo Health",Louisville,52,2022-07-01,NULL,Healthcare,"Internal memo",Unknown,NULL,"United States",2022-07-21
Bandcamp,"SF Bay Area",58,2023-10-16,0.5,Other,https://www.sfgate.com/tech/article/bandcamp-layoffs-oakland-songtradr-epic-18429463.php,Acquired,NULL,"United States",2023-10-17
Banxa,"Melbourne,Non-U.S.",70,2022-06-27,0.3,Crypto,https://decrypt.co/103891/australian-crypto-firm-banxa-cut-staff-30-citing-another-crypto-winter,Post-IPO,13,Australia,2022-06-28
Baraja,"Sydney,Non-U.S.",NULL,2023-02-08,0.75,Transportation,https://www.news.com.au/finance/business/technology/australian-driverless-car-startup-baraja-worth-300m-sacks-75-per-cent-of-staff/news-story/c7c36ac5afded8f5171e8cc0ec5a71af,Unknown,63,Australia,2023-02-08
Bardee,"Melbourne,Non-U.S.",30,2023-08-03,NULL,Food,https://www.businessnewsaustralia.com/articles/bardee-lets-go-staff-to-make-its-food-waste-revolution-profitable.html,Seed,5,Australia,2023-08-03
Bark,"New York City",NULL,2023-07-13,0.08,Retail,https://seekingalpha.com/news/3987629-bark-cuts-8-of-workforce-as-part-of-cost-reduction-initiative,Post-IPO,282,"United States",2023-07-26
Bark,"New York City",126,2023-02-09,0.12,Retail,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,Post-IPO,NULL,"United States",2023-02-10
"Basis Technologies",Chicago,40,2023-02-21,0.04,Marketing,https://www.mediapost.com/publications/article/382752/basis-technologies-lays-off-employees-as-it-restru.html,"Series B",52,"United States",2023-06-20
Baton,"SF Bay Area",16,2022-06-29,0.25,Transportation,https://www.freightwaves.com/news/digital-drop-freight-platform-baton-lays-off-25-of-workforce,"Series A",13,"United States",2022-06-30
Beam,"Bristol,Non-U.S.",200,2025-05-01,1,Other,https://sifted.eu/articles/beam-robotics-shuts-down,Unknown,NULL,"United Kingdom",2025-05-03
"Beam Benefits",Columbus,31,2023-02-08,0.08,Healthcare,https://www.bizjournals.com/columbus/inno/stories/news/2023/02/16/beam-benefits-job-cuts.html,"Series E",168,"United States",2023-02-17
"Beam Benefits",Columbus,74,2024-01-10,NULL,Healthcare,https://coverager.com/layoffs-at-beam-benefits/,"Series E",168,"United States",2024-01-10
Beamery,"London,Non-U.S.",NULL,2023-01-10,0.12,HR,https://tech.eu/2023/01/11/beamery-layoffs,"Series D",223,"United Kingdom",2023-01-11
Beamery,"London,Non-U.S.",NULL,2023-11-16,0.25,HR,https://tech.eu/2023/11/16/london-hrtech-startup-beamery-to-cut-25-of-workforce-amid-restructuring/,"Series D",223,"United Kingdom",2023-11-16
BeepKart,"Bengaluru,Non-U.S.",130,2024-10-08,0.4,Retail,https://inc42.com/buzz/exclusive-beepkart-fires-130-employees-in-5-months-to-cut-costs-halves-store-count/,"Series A",19,India,2024-10-09
BeeTech,"Sao Paulo,Non-U.S.",30,2020-04-10,NULL,Finance,https://valorinveste.globo.com/mercados/brasil-e-politica/noticia/2020/04/10/demisses-em-startups-j-somam-quase-mil-pessoas-no-brasil.ghtml,"Series B",14,Brazil,2020-04-29
"Belora Paris","Gurugram,Non-U.S.",NULL,2023-10-18,1,Retail,https://entrackr.com/2023/10/exclusive-surge-backed-belora-cosmetics-may-shut-down/,Seed,NULL,India,2023-12-04
Bench,"Vancouver,Non-U.S.",450,2024-12-27,1,Finance,https://techcrunch.com/2024/12/27/bench-shuts-down-leaving-thousands-of-businesses-without-access-to-accounting-and-tax-docs/,"Series C",109,Canada,2024-12-28
Bench,"Vancouver,Non-U.S.",47,2020-03-27,0.1,Finance,https://betakit.com/bench-re-hires-workers-as-sales-rebound-following-shift-to-helping-us-businesses-with-covid-relief/,"Series B",49,Canada,2020-06-23
Benchling,"SF Bay Area",74,2023-04-21,0.09,Other,https://www.reuters.com/technology/life-sciences-software-startup-benchling-lays-off-9-workforce-2023-04-21/,"Series F",411,"United States",2023-04-22
BenchSci,"Toronto,Non-U.S.",70,2024-01-08,0.17,Healthcare,https://betakit.com/benchsci-trims-headcount-citing-generative-ai-economic-conditions/,"Series D",164,Canada,2024-01-08
Benevity,"Calgary,Non-U.S.",137,2023-01-18,0.14,Other,https://benevity.com/message-kelly-schmitt,Unknown,69,Canada,2023-01-18
BenevolentAI,"London,Non-U.S.",180,2023-05-25,NULL,Healthcare,https://endpts.com/benevolentai-lays-off-around-180-staffers-cuts-pipeline-programs-in-reorg/,"Private Equity",292,"United Kingdom",2023-05-26
"Benitago Group","New York City",NULL,2022-11-04,0.14,Retail,https://techcrunch.com/2022/11/04/benitago-group-lay-off-employees/,"Series A",380,"United States",2022-11-05
"Berkeley Lights","SF Bay Area",NULL,2022-08-09,0.12,Healthcare,https://investors.berkeleylights.com/news/news-details/2022/Berkeley-Lights-Reports-Second-Quarter-2022-Financial-Results/default.aspx,Post-IPO,272,"United States",2022-08-09
"Berlin Brands Group","Berlin,Non-U.S.",100,2022-06-10,0.1,Retail,https://www.startbase.com/news/berlin-brands-group-entlaesst-fast-100-mitarbeiter/,Unknown,1000,Germany,2022-06-21
Bestow,Dallas,41,2022-06-24,0.14,Finance,https://coverager.com/layoffs-at-bestow/,"Series C",137,"United States",2022-06-27
"Better Collective","Copenhagen,Non-U.S.",300,2024-11-14,NULL,Other,https://www.igbaffiliate.com/en/articles/117348/m-a-helps-better-collective-fend-off-trouble-in-q3-as-300-staff-layoffs-revealed/,Unknown,NULL,Denmark,2025-02-18
"Better Therapeutics","SF Bay Area",NULL,2023-03-27,0.35,Healthcare,https://www.mobihealthnews.com/news/prescription-digital-therapeutics-company-better-therapeutics-announces-layoffs,Post-IPO,143,"United States",2023-04-01
Better.com,"New York City",3000,2022-03-08,0.33,"Real Estate",https://www.nytimes.com/2022/03/08/business/better-mortgage-lender-layoffs.html,Unknown,905,"United States",2022-03-09
Better.com,"New York City",900,2021-12-01,0.09,"Real Estate",https://techcrunch.com/2021/12/01/better-com-lays-off-9-of-its-staff/,Unknown,905,"United States",2021-12-01
Betterfly,"Santiago,Non-U.S.",NULL,2023-01-18,0.3,Healthcare,https://www.eleconomista.com.mx/sectorfinanciero/Betterfly-despide-al-30-de-sus-colaboradores-por-cambio-de-de-foco-y-crisis-economica-20230118-0056.html,"Series C",204,Chile,2023-01-20
Betterfly,"Santiago,Non-U.S.",30,2022-08-11,NULL,Healthcare,https://startups.com.br/noticias/mais-um-unicornio-demitindo-betterfly-faz-reestruturacao-no-brasil/,"Series C",204,Chile,2022-08-12
Betterment,"New York City",28,2023-02-15,NULL,Finance,https://www.businessinsider.com/betterment-layoffs-digital-wealth-management-firm-cuts-costs-2023-2,"Series F",435,"United States",2023-02-16
BetterUp,"SF Bay Area",100,2023-08-02,0.16,HR,https://www.thedailybeast.com/prince-harrys-silicon-valley-gig-betterup-chops-16-of-staff-amid-tumult,"Series E",567,"United States",2023-08-04
Bevi,Boston,30,2020-03-27,0.2,Food,https://www.americaninno.com/boston/inno-news-boston/boston-hospitality-startups-downsize-as-the-coronavirus-disruption-continues/,"Series C",60,"United States",2020-03-28
"Beyond Meat","Los Angeles",200,2022-10-14,0.19,Food,https://www.cnbc.com/2022/10/14/beyond-meat-to-cut-19percent-of-its-workforce-as-sales-stock-struggle.html,Post-IPO,122,"United States",2022-10-14
"Beyond Meat","Los Angeles",40,2022-08-03,0.04,Food,https://www.bloomberg.com/news/articles/2022-08-03/beyond-meat-eliminates-about-40-positions-in-cost-cutting-move,Post-IPO,122,"United States",2022-08-04
"Beyond Meat","Los Angeles",65,2023-11-02,0.08,Food,https://investors.beyondmeat.com/news-releases/news-release-details/beyond-meatr-provides-select-third-quarter-financial-results,Post-IPO,122,"United States",2023-11-07
BeyondMinds,"Tel Aviv,Non-U.S.",65,2022-05-23,1,Data,https://en.globes.co.il/en/article-beyondminds-shuts-down-lays-off-65-1001412743,"Series A",16,Israel,2022-05-23
BharatAgri,"Mumbai,Non-U.S.",40,2023-01-15,0.43,Food,https://economictimes.indiatimes.com/tech/newsletters/morning-dispatch/layoffs-spread-to-dunzo-sharechat-rebel-foods-and-agri-tech-firms/articleshow/97016331.cms?from=mdr,"Series A",21,India,2023-01-16
"Big Cabal Media","Lagos,Non-U.S.",NULL,2023-08-04,0.19,Media,https://www.benjamindada.com/big-cabal-media-lays-off-workforce/,Seed,3,Nigeria,2023-08-05
"Big Fish Games",Seattle,250,2020-09-01,NULL,Media,https://venturebeat.com/2020/09/01/big-fish-games-cuts-250-jobs-and-streamlines-mobile-game-operations/,Acquired,95,"United States",2020-09-02
BigBear.ai,Baltimore,NULL,2022-09-08,0.07,Data,https://www.bizjournals.com/baltimore/news/2022/09/08/columbia-bigbear-ai-layoff-staff-cash-flow-issues.html,Post-IPO,200,"United States",2022-09-09
BigCommerce,Austin,NULL,2023-11-08,0.07,Retail,https://www.pymnts.com/news/ecommerce/2023/bigcommerce-cuts-staff-amid-ecommerce-headwinds/,Post-IPO,224,"United States",2023-11-10
BigCommerce,Austin,180,2022-12-15,0.13,Retail,https://www.marketwatch.com/story/bigcommerce-to-lay-off-13-of-workforce-271671103074,Post-IPO,224,"United States",2022-12-15
BigPanda,"SF Bay Area",40,2023-04-24,0.13,Infrastructure,https://www.calcalistech.com/ctechnews/article/hjmakgn73,"Series E",337,"United States",2023-04-25
Bilibili,"Shanghai,Non-U.S.",NULL,2022-12-27,0.3,Media,https://technode.com/2022/12/27/bilibili-reportedly-cuts-30-of-staff-across-operations-gaming-and-streaming-units/,Post-IPO,3700,China,2022-12-30
Bill.com,"SF Bay Area",NULL,2023-12-05,0.15,Finance,https://www.investing.com/news/stock-market-news/bill-gains-on-plans-to-cut-workforce-by-15-432SI-3249756,Post-IPO,280,"United States",2023-12-05
BillGO,"Fort Collins",80,2024-02-05,NULL,Finance,https://www.coloradoan.com/story/money/business/2024/02/05/billgo-announces-80-layoffs-at-fort-collins-office/72484159007/,"Series B",119,"United States",2024-02-06
Binance,"Cayman Islands",1000,2023-07-14,NULL,Crypto,https://www.wsj.com/articles/binance-lays-off-over-1-000-employees-d59ff6ad,Unknown,NULL,"Cayman Islands",2023-07-14
Binance.US,"SF Bay Area",100,2023-09-12,0.33,Crypto,https://www.bloomberg.com/news/articles/2023-09-12/binance-us-cuts-100-positions-as-crackdown-erodes-crypto-business#xj4y7vzkg,Subsidiary,NULL,"United States",2023-09-13
Biofourmis,Boston,120,2023-08-31,NULL,Healthcare,https://www.peoplematters.in/news/leadership/biofourmis-ceo-resigns-abruptly-after-layoffs-firm-begins-new-ceo-search-38874,"Series D",464,"United States",2023-09-01
BioMarin,"SF Bay Area",120,2022-10-07,0.04,Healthcare,https://www.fiercebiotech.com/biotech/biomarin-lays-120-employees-save-50m-year-us-hit-hardest,Post-IPO,585,"United States",2022-11-19
BionicHIVE,"Sderot,Non-U.S.",NULL,2024-12-22,1,Hardware,https://www.calcalistech.com/ctechnews/article/bjejbfsbyx,Unknown,NULL,Israel,2024-12-28
Bird,"Los Angeles",138,2022-06-07,0.23,Transportation,"Internal memo",Post-IPO,783,"United States",2022-06-07
Bird,"Los Angeles",406,2020-03-27,0.3,Transportation,https://layoffs.fyi/2020/03/30/bird-lays-off-over-400-employees,"Series D",623,"United States",2020-03-28
"Bishop Fox",Phoenix,50,2023-05-02,0.13,Security,https://techcrunch.com/2023/05/03/bishop-fox-lays-off-employees-days-after-throwing-conference-party/,"Series B",146,"United States",2023-05-03
Bitfront,"SF Bay Area",NULL,2022-11-29,1,Crypto,https://www.reuters.com/technology/crypto-exchange-bitfront-shuts-down-2022-11-29/,Unknown,NULL,"United States",2022-11-30
BitGo,"SF Bay Area",NULL,2020-04-17,0.12,Crypto,https://www.theblockcrypto.com/post/62276/crypto-bitgo-layoffs-reorganization,"Series B",69,"United States",2020-04-30
BitMEX,Non-U.S.,NULL,2022-11-02,0.3,Crypto,https://www.theblock.co/post/181814/crypto-exchange-bitmex-cuts-part-of-workforce-following-ceo-departure-exclusive,Seed,0,Seychelles,2022-11-03
BitMEX,Non-U.S.,75,2022-04-04,0.25,Crypto,https://www.theblockcrypto.com/post/140412/bitmex-lays-off-75-employees-after-bank-acquisition-collapses,Seed,0,Seychelles,2022-04-05
BitOasis,"Dubai,Non-U.S.",9,2022-06-19,0.05,Crypto,https://www.reuters.com/markets/rates-bonds/middle-east-focused-crypto-firm-bitoasis-cuts-jobs-amid-sector-turmoil-2022-06-19/,"Series B",30,"United Arab Emirates",2022-06-21
Bitpanda,"Vienna,Non-U.S.",270,2022-06-24,0.27,Crypto,https://brutkasten.com/bitpanda-kuendigungen/,"Series C",546,Austria,2022-06-24
Bitrise,"Budapest,Non-U.S.",NULL,2022-09-14,0.14,Infrastructure,https://www.linkedin.com/posts/bitrise_a-message-from-bitrise-co-founder-and-ceo-activity-6975843544213204992-l5n9/,"Series C",83,Hungary,2022-09-15
BitSight,"Tel Aviv,Non-U.S.",40,2023-02-26,NULL,Security,https://www.calcalistech.com/ctechnews/article/r1zxrmkri,Unknown,401,Israel,2023-02-27
Bitso,"Mexico City,Non-U.S.",100,2022-11-29,NULL,Crypto,https://portaldobitcoin.uol.com.br/corretora-de-criptomoedas-bitso-faz-segunda-rodada-de-demissoes-no-brasil-e-no-mexico/,"Series C",378,Mexico,2022-11-30
Bitso,"Mexico City,Non-U.S.",80,2022-05-26,0.11,Crypto,https://www.coindesk.com/business/2022/05/26/top-latin-american-crypto-exchange-bitso-lays-off-80-employees/,"Series C",378,Mexico,2022-05-27
BitTitan,Seattle,70,2021-11-18,0.27,Data,https://www.seattletimes.com/business/seventy-set-for-layoffs-at-bellevue-startup-bittitan/,Acquired,46,"United States",2021-11-20
BitTorrent,"SF Bay Area",92,2023-01-20,NULL,Infrastructure,https://www.bizjournals.com/sanfrancisco/news/2023/01/20/p2p-bittorrent-rainberry-tech-layoffs-torrent.html,Acquired,NULL,"United States",2023-02-07
Bittrex,Seattle,80,2023-02-02,NULL,Crypto,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,Unknown,NULL,"United States",2023-02-03
Bitwise,"SF Bay Area",900,2023-06-14,1,Crypto,https://www.bakersfield.com/news/bitwise-lays-off-entire-staff/article_57c2a40c-0b12-11ee-84ca-f7e6d77ee2e9.html,"Series B",84,"United States",2023-06-16
Bizongo,"Mumbai,Non-U.S.",140,2020-07-10,NULL,Logistics,https://www.startupnews.fyi/post/bizongo-lays-off-140-employees-to-cut-costs,"Series C",70,India,2020-07-13
Bizongo,"Mumbai,Non-U.S.",50,2023-10-05,NULL,Retail,https://inc42.com/buzz/a-day-after-50-mn-fundraise-bizongo-lays-off-50-employees/,"Series E",315,India,2023-10-06
Bizpay,"Sydney,Non-U.S.",NULL,2022-05-04,0.3,Finance,https://www.news.com.au/finance/business/banking/sydney-buy-now-pay-later-provider-bizpay-cuts-30-per-cent-of-workforce/news-story/ec35b092a89e653666e8c46bf537c6ab,Unknown,45,Australia,2022-05-12
Bizzabo,"New York City",100,2022-12-01,0.37,Marketing,https://www.calcalistech.com/ctechnews/article/h1ajz9idj,"Series E",194,"United States",2022-12-03
Bizzabo,"New York City",120,2022-07-05,0.3,Marketing,https://www.calcalistech.com/ctechnews/article/hysobwfi5,"Series E",194,"United States",2022-07-06
"Black Shark","Shenzen,Non-U.S.",900,2023-01-13,NULL,Hardware,https://www.scmp.com/tech/tech-trends/article/3206586/china-gaming-phone-maker-black-shark-lays-hundreds-workers-and-fails-pay-full-severance-according,Unknown,NULL,China,2023-01-23
Blackbaud,Charleston,500,2023-02-14,0.14,Other,https://www.postandcourier.com/business/sc-tech-employer-blackbaud-has-cut-about-500-jobs-since-last-year/article_ef9dd60a-ac9b-11ed-8c4a-bbbeb9f0cda5.html,Post-IPO,NULL,"United States",2023-02-15
BlackBuck,"Bengaluru,Non-U.S.",200,2020-04-17,NULL,Logistics,https://www.cnbctv18.com/startup/coronavirus-effect-blackbuck-to-lay-off-over-200-employees-ecom-express-puts-hiring-on-hold-5704301.htm,"Series D",293,India,2020-04-19
BlackLine,"Los Angeles",95,2022-12-08,0.05,Finance,https://seekingalpha.com/news/3915452-blackline-to-cut-jobs-by-5-globally-sec-filing,"Private Equity",220,"United States",2022-12-11
BlackLine,"Los Angeles",95,2023-08-23,0.05,Finance,https://beststocks.com/blackline-announces-workforce-reduction-to-st/,Post-IPO,220,"United States",2023-08-24
"Bleacher Report","London,Non-U.S.",20,2020-09-11,NULL,Media,https://awfulannouncing.com/br/more-layoffs-in-works-at-bleacher-report.html,Acquired,41,"United Kingdom",2020-09-12
Blend,"SF Bay Area",100,2022-11-10,0.06,Finance,https://www.housingwire.com/articles/blend-reports-133-98-million-loss-in-q3-layoffs-of-100-positions/,Post-IPO,665,"United States",2022-12-09
Blend,"SF Bay Area",150,2023-08-09,0.19,Finance,http://archive.fast-edgar.com/20230809/A7L2K22CZ22282Z2222G22ZZMTBIQQB2A252/,Post-IPO,665,"United States",2023-08-11
Blend,"SF Bay Area",200,2022-04-19,0.1,Finance,https://www.housingwire.com/articles/blend-lays-off-200-workers-as-mortgage-industry-sputters/,Post-IPO,665,"United States",2022-04-20
Blend,"SF Bay Area",220,2022-08-15,0.12,Finance,https://www.housingwire.com/articles/blend-takes-a-478m-loss-cuts-25-of-its-workforce/,Post-IPO,665,"United States",2022-08-16
Blend,"SF Bay Area",340,2023-01-10,0.28,Finance,https://www.inman.com/2023/01/10/blend-cuts-nearly-30-of-workforce-in-blistering-4th-round-of-layoffs/,Post-IPO,665,"United States",2023-01-10
"Blink Charging",Baltimore,NULL,2025-05-19,0.2,Other,https://blinkcharging.com/news/blink-charging-announces-workforce-reduction-to-accelerate-blinkforward-initiative-and-strengthen-global-market-position,Post-IPO,110,"United States",2025-05-22
Blip,"Bengaluru,Non-U.S.",NULL,2025-07-12,1,Retail,https://inc42.com/buzz/quick-fashion-startup-blip-shuts-shop/,Unknown,NULL,India,2025-07-15
BlissClub,"Bengaluru,Non-U.S.",21,2024-02-09,0.18,Retail,https://inc42.com/buzz/exclusive-d2c-startup-blissclub-fires-about-18-workforce-to-cut-costs/,"Series A",20,India,2024-02-10
Block,"SF Bay Area",1000,2024-01-30,0.1,Finance,https://www.businessinsider.com/block-layoffs-jack-dorsey-tech-industry-cuts-2024-1,Post-IPO,150,"United States",2024-01-30
Block,"SF Bay Area",931,2025-03-25,0.08,Finance,https://techcrunch.com/2025/03/25/read-the-email-jack-dorsey-sent-when-he-cut-931-of-blocks-staff/,Post-IPO,150,"United States",2025-03-26
Blockchain.com,"London,Non-U.S.",110,2023-01-12,0.28,Crypto,https://www.coindesk.com/business/2023/01/12/crypto-brokerage-blockchaincom-lays-off-28-of-workforce-as-industrys-cruel-winter-continues/,"Series D",490,"United Kingdom",2023-01-12
Blockchain.com,"London,Non-U.S.",150,2022-07-21,0.25,Crypto,https://www.coindesk.com/business/2022/07/21/blockchaincom-cuts-25-workforce-amid-crypto-bear-market/,"Series D",490,"United Kingdom",2022-07-21
BlockFi,"New York City",NULL,2022-11-28,1,Crypto,https://decrypt.co/115744/crypto-lender-blockfi-files-bankruptcy-ftx-contagion-claims-another,"Series E",1000,"United States",2022-11-30
BlockFi,"New York City",250,2022-06-13,0.2,Crypto,https://blockfi.com/a-message-from-our-founders,"Series E",1000,"United States",2022-06-13
BloomTech,"SF Bay Area",88,2022-12-01,0.5,Education,https://techcrunch.com/2022/12/01/bloomtech-previously-lambda-school-cuts-half-of-staff/,Unknown,NULL,"United States",2022-12-01
"Blue Apron","New York City",NULL,2022-12-08,0.1,Food,https://investors.blueapron.com/press-releases/2022/12-08-2022-140712547,Post-IPO,352,"United States",2022-12-08
"Blue Apron","New York City",NULL,2023-07-19,0.2,Food,https://seekingalpha.com/news/3999870-blue-apron-discloses-that-it-cut-20-of-its-corporate-workforce-in-july,Post-IPO,422,"United States",2023-08-09
"Blue Nile",Seattle,119,2023-03-28,NULL,Retail,https://www.retaildive.com/news/blue-nile-to-lay-off-119-workers-close-seattle-fulfillment-center/646172/,Acquired,62,"United States",2023-03-29
"Blue Origin",Seattle,1000,2025-02-13,0.1,Aerospace,https://www.cnn.com/2025/02/13/science/blue-origin-employee-layoffs/index.html,Unknown,167,"United States",2025-02-15
"Blue Origin",Seattle,40,2023-10-09,NULL,Aerospace,https://www.theinformation.com/briefings/blue-origin-lays-off-around-40-people,Unknown,167,"United States",2023-10-09
Blueboard,"SF Bay Area",NULL,2024-03-15,1,HR,https://www.kqed.org/news/11979696/popular-employee-rewards-company-blueboard-shutters-abruptly,"Series A",16,"United States",2024-03-17
Blueground,"New York City",130,2020-03-27,0.25,"Real Estate",https://layoffs.fyi/2020/04/08/blueground-laid-off-130-employees/,"Series B",77,"United States",2020-03-30
Bluelearn,"Bengaluru,Non-U.S.",NULL,2024-07-22,1,Education,https://www.moneycontrol.com/technology/elevation-capital-backed-edtech-startup-bluelearn-shuts-down-article-12774167.html#goog_rewarded,Seed,4,India,2024-07-22
Bluepad,"Bengaluru,Non-U.S.",NULL,2023-04-13,1,Media,https://inc42.com/buzz/vernacular-content-platform-bluepad-shuts-down/,Seed,NULL,India,2023-04-14
BlueStacks,"SF Bay Area",60,2022-07-20,NULL,Other,https://inc42.com/buzz/exclusive-a16z-backed-bluestacks-lays-off-60-indian-employees/,"Series C",48,"United States",2022-07-20
Bluevine,"Tel Aviv,Non-U.S.",100,2024-12-10,0.18,Finance,https://www.calcalistech.com/ctechnews/article/bkfccpr4kx,Unknown,769,Israel,2024-12-11
"Blume Global","SF Bay Area",30,2020-03-30,0.1,Logistics,LinkedIn,Unknown,NULL,"United States",2020-04-01
Bluprint,Denver,137,2020-05-26,1,Education,https://businessden.com/2020/05/27/nbcuniversal-shutting-down-bluprint-formerly-known-as-craftsy/,Acquired,108,"United States",2020-05-27
"BM Technologies",Philadelphia,NULL,2023-01-30,0.25,Finance,https://ir.bmtxinc.com/news/news-details/2023/BM-Technologies-Inc.-Announces-Profit-Enhancement-Plan-and-Changes-to-Management-and-Directors/default.aspx,Post-IPO,NULL,"United States",2023-02-01
Bol.com,"Utrecht,Non-U.S.",300,2022-12-09,0.1,Retail,https://ecommercenews.eu/bol-com-lays-off-10-of-staff/,Acquired,NULL,Netherlands,2024-02-05
Bolt,"Lagos,Non-U.S.",17,2023-02-21,NULL,Transportation,https://techpoint.africa/2023/02/21/bolt-lays-off-17-of-its-70-workers-in-nigeria/,"Series F",NULL,Nigeria,2023-02-22
Bolt,"SF Bay Area",NULL,2023-12-14,0.29,Finance,https://www.theinformation.com/briefings/bolt-lays-off-29-of-staff-in-latest-cut-for-checkout-software-firm,"Series E",1300,"United States",2023-12-14
Bolt,"SF Bay Area",240,2022-05-25,0.27,Finance,https://www.forbes.com/sites/kenrickcai/2022/05/25/checkout-startup-bolt-lays-off-more-than-200-people-or-at-least-25-of-its-staff/?sh=1789cd092201,"Series E",1300,"United States",2022-05-25
Bolt,"SF Bay Area",50,2023-01-24,0.1,Finance,https://www.theinformation.com/articles/bolt-ceo-cuts-staff-a-third-time-as-revenue-lags,"Series E",1300,"United States",2023-01-25
Bolt.Earth,"Bengaluru,Non-U.S.",NULL,2023-12-29,0.2,Energy,https://inc42.com/buzz/exclusive-ev-charging-infra-provider-bolt-earth-fires-about-20-of-its-workforce/,"Series B",24,India,2024-01-02
Bolt.Earth,"Bengaluru,Non-U.S.",70,2024-04-06,0.4,Energy,https://inc42.com/buzz/bolt-earth-fires-employees-in-another-restructuring-exercise-shuts-two-business-verticals/,"Series B",24,India,2024-04-08
Bonsai,"Toronto,Non-U.S.",29,2022-04-26,0.34,Retail,https://betakit.com/bonsai-lays-off-a-third-of-employees-shortly-after-21-million-series-a-citing-shift-to-growth-strategy/,"Series A",27,Canada,2022-06-21
Bonsai,"Toronto,Non-U.S.",30,2022-06-20,0.55,Retail,https://betakit.com/torontos-bonsai-lays-off-staff-for-second-time-in-two-months/,"Series A",27,Canada,2022-06-21
Bonterra,Austin,140,2023-01-13,0.1,Other,https://www.thenonprofittimes.com/npt_articles/bonterra-lays-off-10-of-staff/,Unknown,NULL,"United States",2023-01-17
BookClub,"Salt Lake City",12,2022-05-31,0.25,Education,"Internal memo","Series A",26,"United States",2022-06-06
"Booking Holdings",Norwalk,60,2024-12-04,NULL,Travel,https://skift.com/2024/12/04/booking-holdings-laid-off-60-employees-at-b2b-arm-as-it-resets-priorities/,Post-IPO,2800,"United States",2024-12-07
Booking.com,"Amsterdam,Non-U.S.",4375,2020-07-30,0.25,Travel,https://skift.com/2020/08/04/booking-com-restructuring-will-pare-its-workforce-by-up-to-25-percent/,Acquired,NULL,Netherlands,2020-08-04
Booking.com,"Grand Rapids",226,2022-11-01,NULL,Travel,https://www.crainsdetroit.com/west-michigan/bookingcom-close-grand-rapids-area-facility-lay-226,Acquired,NULL,"United States",2022-11-03
BookMyShow,"Mumbai,Non-U.S.",270,2020-05-28,0.18,Consumer,https://www.cnbctv18.com/business/270-bookmyshow-employees-either-laid-off-or-furloughed-18-of-total-workforce-impacted-worldwide-6022801.htm,Unknown,224,India,2020-05-28
Booksy,"SF Bay Area",200,2020-04-01,NULL,Consumer,LinkedIn,"Series B",48,"United States",2020-04-07
Booktopia,"Sydney,Non-U.S.",30,2023-01-23,NULL,Retail,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-02623152-2A1426574?access_token=83ff96335c2d45a094df02a206a39ff4,"Series A",23,Australia,2023-01-23
Boost,"New York City",15,2023-04-04,0.2,Finance,https://boostinsurance.com/blog/a-message-from-boost-ceo-alex-maffeo/,"Series B",37,"United States",2023-04-05
"Boosted Commerce","Los Angeles",NULL,2022-07-22,0.05,Retail,https://www.businessinsider.com/amazon-aggregator-boosted-commerce-layoffs-2022-7,"Series B",137,"United States",2022-07-26
Boozt,"Malmo,Non-U.S.",NULL,2025-01-13,0.1,Retail,https://www.breakit.se/artikel/42184/boozt-sager-upp-var-tionde-pekar-pa-ai,Post-IPO,56,Sweden,2025-02-02
Boozt,"Malmo,Non-U.S.",70,2022-06-09,0.05,Retail,https://www.breakit.se/artikel/33353/sparpaket-pa-boozt-efter-vinstsmallen-sager-upp-personal,Post-IPO,56,Sweden,2022-07-25
Borrowell,"Toronto,Non-U.S.",15,2020-04-06,0.2,Finance,https://betakit.com/borrowell-lays-off-20-percent-of-staff-citing-financial-institutions-pulling-back-amid-covid-19/,"Series B",72,Canada,2020-04-06
"Bossa Nova","SF Bay Area",NULL,2020-11-02,0.5,Retail,https://www.cnbc.com/2020/11/02/walmart-ends-contract-with-robotics-company-bossa-nova-report-says.html,Unknown,102,"United States",2020-11-05
"Bossa Nova","SF Bay Area",61,2020-06-29,NULL,Retail,https://www.post-gazette.com/business/tech-news/2020/06/29/Bossa-Nova-Robotics-autonomous-robots-layoffs-furloughs-terminations/stories/202006290098,Unknown,102,"United States",2020-06-30
Bounce,"Bengaluru,Non-U.S.",120,2020-03-19,NULL,Transportation,https://www.cqai520.com/tech/scooter-rental-startup-bounce-lays-off-120-employees-amid-coronavirus-scare-report/#more-18179,"Series D",214,India,2020-03-28
